message,freq,data,authors,retweeted_authors
"rt @cristianarubbio: #pasocial a proposito di q&amp;a su fb, un buon esempio da @comunemi https://t.co/wfhvwmpi9y",3,2015-11-17,nuppolina,
rt @cristianarubbio: #pasocial @elisacalessi: lo #storytelling è mezzo_non un fine; racconta eventi_ e non è ovvio; deve avere senso_ un ch…,3,2015-11-17,larobiz,
rt @cristianarubbio: #pasocial @ubimaggio e i social di @palazzo_chigi: chiamati in causa gli stakeholder per capire cosa interessa agli ut…,3,2015-11-17,piciaro,
"rt @crpiemonte: domani 17.11, roma agli stati generali #comunicazione pubblica porteremo anche la ns esperienza @invisigot #pasocial https:…",3,2015-11-16,danteferraris,
"rt @emilianoricci: domani sono qua, a parlare di @opentoscana e @toscananotizie #pasocial
https://t.co/1ghavicrpp",3,2015-11-16,visitorcity,
rt @emilianoricci: @fdicos10 introduce il convegno dopo il doveroso minuto di silenzio. #pasocial @opentoscana @toscananotizie https://t.co…,3,2015-11-17,fdicos10,
rt @eugeniosantoro: @eugeniosantoro #pasocial paura del confronto e carenza di competenze alla base di scarso uso di social in sanità https…,3,2015-11-17,danteferraris,
rt @fabiazep: al @mi_bact si lavora ad un piano di comunicazione digitale! #pasocial,3,2015-11-17,SbeapVerona,
rt @fabiazep: un'emergenza nn può nascere intorno a 1 tweet ... ma fa crescere la consapevolezza tittipostiglione protciv su #messinasenzac…,3,2015-11-17,ilasalvi,
"rt @falcon82: nell'ordine: arrivo a termini, ordino caffe fino a svegliarmi e corro da #pasocial  https://t.co/fssrj2tvw5",3,2015-11-17,piciaro,
"rt @fdicos10: cari social media manager, il 17/11 non potete mancare! #pasocial a @palazzo_chigi https://t.co/ldnqoqpyfh",3,2015-11-17,irenecurreli91,
rt @fdicos10: turismo social. a #pasocial @marchetourism @visit_lazio @turismoveneto @matera2019 @umbriatourism @regione_abruzzo https://t.…,3,2015-11-10,RiccioDel,
"rt @federicoruysch2: #pasocial https://t.co/xh1kzoj4tt cifre irrisorie da mobilità province,dare ora un senso all'espressione:#idonei event…",3,2015-11-17,danteferraris,
"rt @federva: i #socialmediamanager sono tante ""radioline"" che raccontano il paese attraverso le pa #pasocial @cittadiniditwtt",3,2015-11-17,rita_orlando,
"rt @francescasane: “@cittadiniditwtt: .@fnicodemo ""la comunicazione è politica ed è necessaria alla struttura democratica"" #pasocial #story…",3,2015-11-17,AntonellaGramig,
"rt @giankmes: fare emergere in modo organico  patrimonio informativo delle istituzioni, altra sfida per account  delle pa #pasocial @cittad…",3,2015-11-17,valenitna,
rt @giopratti: amministratori e operatori #pa hanno scarsa conoscenza e competenza delle #potenzialità dei #socialnetwork #pasocial,3,2015-11-17,nuppolina,
rt @giopratti: come usare i #socialnetwork per il #turismo #cultura e #economia? ora a #pasocial con @regionemarcheit @regionelazio @region…,3,2015-11-17,MariPanattoni,
"rt @ilasalvi: dice @bononlau: non bisogna essre su #fb per esserci ma solo se s intende gestire presnza, assumendosi responsabilità verso c…",3,2015-11-17,marcolaudonio,
"rt @jessicacerino: un piacere ascoltare di nuovo @bononlau, a #pasocial dopo #smm15 @l_mart1 @serenatambone @corissapienza https://t.co/yzg…",3,2015-11-17,MMaryn98,
"rt @lanprosistemi: interessante evento martedì 17 a roma ""stati generali della nuova comunicazione pubblica "" @palazzo_chigi #pasocial #mib…",3,2015-11-14,AndMarru,
"rt @lanprosistemi: riprendono  ""stati generali della nuova comunicazione pubblica "" @palazzo_chigi #pasocial #mibactsocial @mi_bact https:/…",3,2015-11-17,GiuseppeAriano,
"rt @lindaemme: @mattbiff a #pasocial ""social sono strumento utilissimo nella fase di emergenza per comunicare con i cittadini"".",3,2015-11-17,larobiz,
rt @l_mart1: inizia social media manager. stati  generali della nuova comunicazione pubblica. #pasocial @cittadiniditwtt https://t.co/bl0el…,3,2015-11-17,claudio_td177,
rt @lorepregliasco: alla presidenza del consiglio si parla di social media e pa #pasocial @palazzo_chigi https://t.co/ye3ftry1y0,3,2015-11-17,LorenziTania,
"rt @lorepregliasco: ""buona comunicazione non può sostituire cattiva amministrazione, ma può supportarne una buona"" @marcobani #pasocial",3,2015-11-17,aleefraambrogi,
"rt @lorepregliasco: .@fdicos10: essere su facebook, twitter, whatsapp significa essere dove sono le persone #pasocial",3,2015-11-17,fdicos10,
rt @luciaritrovato: abruzzo prima regione su #instagram. la forza delle foto è una chiave vincente di promozione. #pasocial #socialmediaman…,3,2015-11-17,AndMarru,
rt @luciaritrovato: . @barbarabarilla: i video con i droni fiore all'occhiello di @visit_lazio per scoprire la bellezza della regione. #vis…,3,2015-11-17,AndMarru,
"rt @luciaritrovato: essere #socialmedia significa emozionarsi per 12mila like per una foto. eccomi, sono io. qui #pasocial #iloveinstagram …",3,2015-11-17,AndMarru,
"rt @luciaritrovato: ""il #turismo è mercato"" dice sandro giorgetti.giusto! peccato che come paese non ci crediamo! @marchetourism #pasocial …",3,2015-11-17,Italy_global,
rt @luciaritrovato: non cè niente da fare per la promozione del territorio i #social sono fondamentali. i dati lo dimostrano qui a #pasocia…,3,2015-11-17,MicheleMorandi,
rt @luciaritrovato: #pasocial con la #cultura si vince facile ;) ottimo inizio per @mi_bact @giuseppeariano ne sappiamo qualcosa anche noi …,3,2015-11-17,GiuseppeAriano,
"rt @marchetourism: dati utilizzo fb in italia: ""26 milioni di utenti attivi mensilmente di cui 23 milioni attivi da mobile"" @bononlau di fb…",3,2015-11-17,matteogalanti1,
rt @marcolaudonio: #pasocial @annamasera spiega che @montecitorio risponde ma senza #reply a singoli utenti. unico punto che mi lascia perp…,3,2015-11-17,elisamirabello,
rt @marcolaudonio: #pasocial deve avere ambizione di essere #benchmark. fare vera #infografica e uso #opendata e poi spiegarli in rete.,3,2015-11-17,MariPanattoni,
rt @marcolaudonio: #pasocial non deve legarsi a un solo #socialnetwork e deve stare su tutta la rete. chi corregge info errate su #wikipedi…,3,2015-11-17,MariPanattoni,
"rt @marcolaudonio: slittano interventi a #pasocial, ottimo per cambiare intervento. 1) più che di #socialmediamanager abbiam bisogno di #so…",3,2015-11-17,StellaTeodonio,
rt @mariapieraf: quante esperienze e #buonepratiche al pane su promozione del territorio e #turismo #pasocial https://t.co/6bso1aqque,3,2015-11-17,Matera2019,
rt @matera2019: interessante il caso di @askexpo info point social. pensiamoci anche per grande evento #matera2019 @liviacolare cc @paolove…,3,2015-11-17,MAFlumero,
"rt @mgloreto: #pasocial comunica su più canali, integrazione sito web e social favorisce anche condivisione di #opendata, bisogna investirc…",3,2015-11-17,larobiz,
"rt @micheleciervo: #pasocial @alemiglioz i #social nella #pa sono strumenti di lavoro non per ""smanettoni"" https://t.co/ss7um2whng",3,2015-11-17,antonellola,
rt @mipaafsocial: 'riorganizzare i contenuti per essere utili ai cittadini: dal bonus bebè alla #buonascuola' @ubimaggio @palazzo_chigi #pa…,3,2015-11-17,MAFlumero,
rt @nellodim: social media strategy arricchisce i tradizionali strumenti dell'ufficio stampa @alemiglioz #pasocial,3,2015-11-17,StephiRudolph,
"rt @opentoscana: domani saremo a roma agli stati generali della nuova comunicazione pubblica, eccovi il programma: https://t.co/tgmze5zkau …",3,2015-11-17,piciaro,
rt @piciaro: oggi direzione #roma giornata piena per #pasocial imperdibile appuntamento per approfondire e interagire #daje https://t.co/ns…,3,2015-11-17,MarioAvagliano,
rt @pieramasta: @diegociulli policy @google dall'alleanza tra piattaforme e pa scaturisce il motore dell'innovazione #pasocial,3,2015-11-17,MartinaColas,
"rt @porcreotoscana: se #twitter e' una piazza virtuale, dove si collocano le istituzioni? ascoltare, raccontare e interagire #pasocial http…",3,2015-11-17,LabbitAcademy,
"rt @ricciodel: verso roma, verso #pasocial @fdicos10 @andmarru @lindaemme @stephirudolph",3,2015-11-17,piciaro,
"rt @robertocastaldo: social media manager: non è un gioco, non è facile e serve formazione, non improvvisazione. #pasocial",3,2015-11-17,maraina81,
"rt @robertocastaldo: verifica delle notizie da parte delle pa e diffusione dei rumors sui #socialnetwork: tempi molto diversi, per definizi…",3,2015-11-17,SalvadorBattag,
"rt @rossetti76: la pubblicheamm.che comunicano attraverso i social usano nuovi linguaggi e nuove figure professionali,offrendo una nuova im…",3,2015-11-17,KikaMariani,
"rt @rossetti76: ogni mese 26 milioni di utenti in italia si collega almeno una volta al mese su fb, di cui 23 mln da mobile @bononlau di fb…",3,2015-11-17,ChiaraPacetti,
rt @sandromoriconi: in base a ciò che viene fatto nel governo il @miursocial si muove parla @alemiglioz #pasocial @palazzo_chigi https://t.…,3,2015-11-17,ipazia_art,
rt @sandromoriconi: italia leader in #europa nella #pasocial @fnicodemo @italiadigital @marchetourism @giorgiabarchi @rossetti76 https://t.…,3,2015-11-17,_PortoRecanati,
rt @sandromoriconi: prima  il #senso o lo storytelling non funziona. #comunicazionepolitica @elisacalessi #pasocial  @libero_official https…,3,2015-11-17,lucianonobili,
rt @sandromoriconi: @ubimaggio  ci parla del social a @palazzo_chigi @matteorenzi e della #pasocial la crescita social è stata alta https:/…,3,2015-11-17,_PortoRecanati,
rt @sbeapverona: noi c'eravamo! #pasocial. è importante interagire anche tra noi. https://t.co/72ukoeizwo,3,2015-11-17,salamaddalonina,
rt @sbeapverona: #pasocial per la buona comunicazione istituzionale social è necessario conoscere a menadito l'amministrazione per la quale…,3,2015-11-17,MariPanattoni,
"rt @serenatambone: laura bononcini: social media strategy non è pr strategy. serve per comunicare, non solo per informare. #pasocial",3,2015-11-17,JessicaCerino,
"rt @sguegliar: alla presidenza del consiglio: social media e pa, la nuova comunicazione pubblica. @palazzo_chigi #pasocial https://t.co/k2k…",3,2015-11-17,LabbitAcademy,
"rt @steci86: oggi parliamo della figura del social media manager nella #pasocial, ovvero di lavoro, di nuovi servizi e nuovi linguaggi, dic…",3,2015-11-17,valenitna,
"rt @stellateodonio: a #pasocial finalmente si parla di ascolto ""per parlare con i cittadini devo sapere cosa vogliono sapere"" laura bononci…",3,2015-11-17,ardovig,
"rt @stellateodonio: @cittadiniditwtt @turismoveneto per raccontare la #pa sui #social bisogna conoscerla, senza contenuti e conoscenza non …",3,2015-11-17,TurismoVeneto,
"rt @stellateodonio: standardizzare figure professionali e formazione è la sfida di #pasocial, ma è necessario riconoscerne valore aggiunto …",3,2015-11-17,larobiz,
rt @stephirudolph: @ricciodel @fdicos10 @andmarru @lindaemme #pasocial #mattinieri #buongiorno caffè?,3,2015-11-17,lindaemme,
"rt @tildeblonde: per seguire i lavori degli stati generali della nuova comunicazione seguite: #pasocial  @cittadiniditwtt 
@fdicos10 @itali…",3,2015-11-17,LorenziTania,
rt @tosochris: pausa pranzo #pasocial https://t.co/1iero85xih,3,2015-11-17,barbaraborsi,
"rt @ttmobile_: tt italia 13:20
1.#1dit
2.#pasocial
3.#ioetalks
4.#inmente
5.#whenwewereyoung
6.mario cervi
7.lilo
8.carlo verdone
9.belgio-…",3,2015-11-17,TessVizzo,
"rt @ttmobile_: tt italia 16:00
1.#1dit
2.#6yearsofmyworld
3.#francescamichielinblueroom
4.#amicicasting
5.#pasocial
6.giorgio
7.fiorella ma…",3,2015-11-17,realVitoSV,
"rt @turicaggegi: oggi a roma #pasocial: purtroppo non posso esserci, utilissimo evento. buon lavoro a @fdicos10 e amici del team!  https://…",3,2015-11-17,AndMarru,
"rt @uauacademy: oggi lavoriamo con un occhio su #pasocial... anche perché c'è un po' di #trieste oggi lì, vero @comuneditrieste? ;) https:/…",3,2015-11-17,belcinque,
rt @unitwitts: l'uso di twitter ha cambiato molto il lavoro dell'ufficio stampa di @istat_it che deve assicurare la correttezza dati trasme…,3,2015-11-17,gborruso,
rt @unitwitts: #pasocial @alemiglioz di @miursocial: social come strumenti di lavoro che danno visibilità al lavoro enorme delle pa https:/…,3,2015-11-17,paolomaiolin,
rt @valenitna: @tosochris gruppo #socialprociv ha dato grande impulso su come usare social per emergenze #pasocial,3,2015-11-17,belcinque,
"rt @visitorcity: il portone d'ingresso #pasocial via di santa maria in via n. 37, e vai! @fdicos10 @agidgov  #visitromachigipalace https://…",3,2015-11-17,MariPanattoni,
"rt @yleniagifuni: #expo2015 1,5 milioni di utenti hanno firmato la carta di milano e più della metà dei contatti arriva dai social @mipaafs…",3,2015-11-17,Barbara1234M,
"giusto @alessioviola, #socialmediamanager non equivale a contenuto fasullo. l'esperienza gianni morandi insegna.... #pasocial",2,2015-11-17,CittadinidiTwtt,
https://t.co/krbgwz34dz https://t.co/xhqfjwu1ic #1dit #pasocial #ioetalks,2,2015-11-17,contact_alien,
"#pasocial #bononlau: #facebook,  #longform post e le regole che non valgono sempre https://t.co/0368wlsuzj https://t.co/0368wlsuzj",2,2015-11-17,top_now,
rt @alelovari: tante domande su #pasocial tante le voci al tavolo. occorre portare anche la voce della #ricerca a integrare le esperienze #…,2,2015-11-17,pisommo,
rt @alemiglioz: @damienlanfrey @miursocial @dskutz @fluccisano c'è un team di dipendenti di un ministero che ha deciso di cambiare! #pasoci…,2,2015-11-17,virgiliofalco,
rt @alemiglioz: ha ragione caterina perniconi di @mipaafsocial serve svolta su figura social media manager nei ministeri #pasocial,2,2015-11-17,falcon82,
rt @alemiglioz: la copertura dei post del @miursocial su facebook #pasocial https://t.co/wmt0slmgw6,2,2015-11-17,CittadinidiTwtt,
"rt @alessiobau: a chi interessa l'incontro tra #socialmedia e pubblica amministrazione segnalo, oggi, l'incontro #pasocial e la diretta di …",2,2015-11-17,AndMarru,
rt @alf_crisci: più bei  esperimenti di #storytelling sul mondo  ricerca @cnrxexpo @disbacnr @cnrdta @ingv @cnr_irpi #pasocial #sapevatelo,2,2015-11-17,valenitna,
rt @andmarru: dopo minuto di silenzio in ricordo delle vittime di parigi comincia #pasocial,2,2015-11-17,MariPanattoni,
rt @andreacritico: @fdicos10 #pasocial  https://t.co/kpvw3ihjym,2,2015-11-17,LucaNatale70,
rt @andreacritico: lavoro importante di @parco5terre per informare comunicare condividere con canali social #pasocial  https://t.co/xnjbnv5…,2,2015-11-17,parco5terre,
"rt @antonello2011: #pasocial @alemiglioz la tocca piano: ""la 1a cosa che abbiamo dovuto fare a @miursocial è stata la caccia al tesoro dell…",2,2015-11-17,sloginlive,
"rt @antonello2011: #pasocial @ubimaggio ""copriamo sempre con live streaming gli interventi pubblico del presidente @matteorenzi""",2,2015-11-17,SaraDurantini,
rt @arcadiacomit: a palazzo chigi per gli stati generali della #pasocial. adesso @mipaafsocial https://t.co/8i7picbe9d,2,2015-11-17,lanprosistemi,
rt @ari_are: anche la regione #toscana al tavolo di #pasocial. si parla di @opentoscana e @toscananotizie,2,2015-11-17,opentoscana,
rt @ari_are: #pasocial #roma la prima cosa bella è rivedere tante facce amiche @alelovari @ivoriccio @fnicodemo @g_gambacciani @diegociulli…,2,2015-11-17,alelovari,
"rt @arpalazio: #pasocial, @diegociulli (@google): cittadini cercano informazioni quando servono a loro, non quando vengono comunicate dalle…",2,2015-11-17,danteferraris,
"rt @arpalazio: #pasocial, protezione civile e sindaci presenti concordano: social media sempre più utili per gestione e comunicazione di em…",2,2015-11-17,SaraDurantini,
rt @arpalazio: presenti a #pasocial cercando spunti utili a comunicazione #snpa. i lavori sono cominciati e la sala è piena. https://t.co/l…,2,2015-11-17,anienewildernes,
rt @barbarabarilla: caterina perniconi di @mipaafsocial: attenti alla svolta generazionale offriamo servizi diversificati #pasocial https:/…,2,2015-11-17,SaraPolinari,
"rt @bcreativo_: @elisacalessi 'la bibbia, gli obelischi, la divina commedia sono i primi storytelling da sempre esistiti' #pasocial",2,2015-11-17,MariPanattoni,
"rt @bcreativo_: lavoro, servizi, formazione.
sono le 6.40 del mattino e da salerno sto andando a chigi per #pasocial https://t.co/ktbkhraqic",2,2015-11-17,AndMarru,
"rt @bcreativo_: 'uno strumento è un mezzo e basta. il significato devi avercelo tu!'

è davvero brava @elisacalessi
#pasocial",2,2015-11-17,AndreaCasu3,
"rt @bresciamobilita: @whatsapp  ha migliorato il rapporto con il cliente, ha aiutato a creare un rapporto di fiducia #pasocial #caring http…",2,2015-11-17,AndMarru,
rt @budax81: #pasocial https://t.co/959houw1be …altro che 20000!unico ostacolo la volontà politica! #assunzione #vincitori e #idonei @andre…,2,2015-11-17,roccomaz,
rt @budax81: #pasocial https://t.co/959houw1be …altro che 20000!unico ostacolo la volontà politica! #assunzione #vincitori e #idonei @cislfp,2,2015-11-17,roccomaz,
rt @budax81: #pasocial https://t.co/959houw1be …altro che 20000!unico ostacolo la volontà politica! #assunzione #vincitori e #idonei @fpcgi…,2,2015-11-17,roccomaz,
rt @budax81: #pasocial https://t.co/959houw1be …altro che 20000!unico ostacolo la volontà politica! #assunzione #vincitori e #idonei @piero…,2,2015-11-17,roccomaz,
rt @budax81: #pasocial https://t.co/959houw1be …altro che 20000!unico ostacolo la volontà politica! #assunzione #vincitori e #idonei @udipr…,2,2015-11-17,roccomaz,
rt @budax81: #pasocial https://t.co/959houw1be …altro che 20000!unico ostacolo la volontà politica! #assunzione #vincitori e #idonei @uilpr…,2,2015-11-17,roccomaz,
"rt @calvanomarzia: #pasocial gestire il @miursocial come se fosse un brand, attraverso infografiche semplici e lineari",2,2015-11-17,MariPanattoni,
rt @carlattian: il @mipaafsocial sui social da start up a bellissimo lavoro di #expo2015 #pasocial https://t.co/1fd2i5ivko,2,2015-11-17,tildeblonde,
"rt @carlattian: menu di settimana e di giornata. organizzazione, ruoli e strategia. così si fa :) @alemiglioz @miursocial #pasocial https:/…",2,2015-11-17,TukultiPD,
"rt @carlattian: #pasocial gli account social pubblici devono imparare a stare dove sta la gente, dice @fdicos10, e io sottoscrivo https://t…",2,2015-11-17,G_Gambacciani,
"rt @carlo_vba: gli strumenti si integrano: ma se non c’è il cosa, il come non ha un senso. #servelaciccia | @fnicodemo #pasocial",2,2015-11-17,MariPanattoni,
"rt @carlo_vba: le pa devono comportarsi come persone: sviluppare una propria personalità, ascoltare e trovare una propria voce | @liviacola…",2,2015-11-17,larobiz,
rt @carlovol: @annamasera una buona infografica può migliorare anche le decisioni #pasocial,2,2015-11-17,Crispatola,
rt @carlovol: @fdicos10 i social sono straordinario strumento di smart city #pasocial,2,2015-11-17,fdicos10,
rt @carlovol: @marcolaudonio fondamentale la pianificazione della strategia e di conseguenza studio e formazione #pasocial,2,2015-11-17,marcolaudonio,
rt @cdcomuni: https://t.co/oknqw85dn1 mondoanci@doc la documentazione  #anci @anci_comunicare @cittalia   @celvavda @cittadelbio #pasocial …,2,2015-11-17,CittadelBio,
rt @chiarabianchini: .@alelovari #ascolto è stato usato più nei due interventi di @bononlau #facebook e @liviacolare #twitter che in tutti …,2,2015-11-17,liviacolare,
rt @chiarabianchini: arriva già la prima proposta di @fdicos10 esportare #pasocial sul territorio e fare rete,2,2015-11-17,fdicos10,
rt @chiarabianchini: .@bononlau bisogna assumersi la responsabilità dello stare su #faceebook quindi rispondere e dialogare con gli utenti …,2,2015-11-17,ComunicazionePA,
"rt @chiarabianchini: curcio: il territorio italiano è molto diversificato ci sono comuni che comunicano bene sui social, altri con superfic…",2,2015-11-17,valenitna,
rt @chiarabianchini: curcio: social portano ad un rapporto dinamico nella comunicazione tra pa e utente e dobbiamo ancora capirne tutti i c…,2,2015-11-17,ilasalvi,
"rt @chiarabianchini: la rete è fatta di persone che non vanno trascurate anzi cura delle relazioni, commenti e contenuti #matera2019 #pasoc…",2,2015-11-17,AndMarru,
rt @chiarabianchini: la strategia su facebook si basa e ruota intorno alla persona e non è di pr @bononlau #pasocial,2,2015-11-17,AndMarru,
rt @chiarabianchini: nuovi linguaggi: azienda e pa parlano attraverso i social come il cittadino anche usando le emoticon e sono più vicini…,2,2015-11-17,paolomaiolin,
"rt @chiarabianchini: smt è tutto interno per mantenere continuità tra vari passaggi di giunta, perchè settore fondamentale @barbarabarilla …",2,2015-11-17,AndMarru,
rt @chiarabianchini: sta per iniziare #pasocial. sala super affollata e prontissima a twittare https://t.co/cwww2q2ccd,2,2015-11-17,barbaraborsi,
rt @chiarabianchini: sul treno per roma in direzione #pasocial,2,2015-11-17,AndMarru,
"rt @cittadiniditwtt: .@annamasera ""rispondere ai cittadini direttamente con i contenuti dal sito, che verrà rinnovato per renderlo più frui…",2,2015-11-17,MariPanattoni,
"rt @cittadiniditwtt: danilo moriero ""#pourteouverte # dell'anno, ci insegna cosa vuol dire comunità"" #pasocial",2,2015-11-17,ilasalvi,
"rt @cittadiniditwtt: .@diegociulli ""la sfida vera per #pasocial è dare info ai cittadini prima che le chiedano! questo è possibile grazie a…",2,2015-11-17,MariPanattoni,
rt @cittadiniditwtt: esigenza di creare dialogo fitto con gli utenti? #whatsapp realizza pienamente il punto di forza dei social @bresciamo…,2,2015-11-17,AndMarru,
"rt @cittadiniditwtt: .@fdicos10 ""con comunicazione social cambiano i linguaggi, si alleggeriscono per aumentare feedback con cittadino"" #pa…",2,2015-11-17,tildeblonde,
rt @cittadiniditwtt: @fedepizzarotti comunicare con linguaggio social o istituzionale? e come non svilire quest'ultima? #pasocial,2,2015-11-17,PieraMasta,
"rt @cittadiniditwtt: .@fnicodemo ""la comunicazione è politica ed è necessaria alla struttura democratica"" #pasocial #storytelling",2,2015-11-17,AndMarru,
"rt @cittadiniditwtt: @francescodifili dirigente settore turismo @regione_abruzzo ""siamo stati i primi ad aprire account #instagram"" #pasoci…",2,2015-11-17,AndMarru,
"rt @cittadiniditwtt: il comune di genova pioniere dei social, account già nel 2008 #pasocial @comunedigenova",2,2015-11-17,piciaro,
"rt @cittadiniditwtt: in diretta su #periscope: promozione del territorio social volano per turismo, cultura ed economia a #pasocial https:/…",2,2015-11-17,antonellola,
"rt @cittadiniditwtt: punti di forza @visit_lazio è un'attività social interna, capace di creare una rete di relazioni costanti #pasocial",2,2015-11-17,AndMarru,
"rt @cittadiniditwtt: #storytelling è un concetto che nasce con il marketing, con la nuova comunicazione il concetto si è ampliato ad altri …",2,2015-11-17,AndMarru,
rt @cittadiniditwtt: tante belle esperienze di servizi ai cittadini nell'ultima tavola rotonda di #pasocial https://t.co/ix15shv2k6,2,2015-11-17,diedigi,
rt @cittalia: in corso a roma gli stati generali della comunicazione pubblica #pasocial in diretta anche su #periscope https://t.co/ydzk21m…,2,2015-11-17,tucano11,
"rt @coluques: come lo diciamo in italiano ""enablers""?
@diegociulli #pasocial 
 https://t.co/7w0zwryg0c",2,2015-11-17,TukultiPD,
"rt @coluques: definisciti prima che siano gli altri a farlo per te
@marcobani #pasocial",2,2015-11-17,PieraMasta,
"rt @coluques: gli smartphone non sono più oggetti, ormai sono estensioni di noi. per arrivare alle emozioni dobbiamo passare da lì @liviaco…",2,2015-11-17,TukultiPD,
"rt @comunicazionepa: ""do what you can, with what you have, where you are."" - theodore roosevelt vale anche nelle #pa italiane @annamasera #…",2,2015-11-17,nuppolina,
"rt @comunicazionepa: il social media manager non dovrebbe essere pagato dal politico della #pa, pena la sua indipendenza #pasocial",2,2015-11-17,larobiz,
"rt @comunicazionepa: se le pubbliche amministrazioni non si occupano dei social, sono loro ad occuparsi delle #pa #pasocial",2,2015-11-17,carlovol,
rt @crispatola: @tosochris a #trieste redatto protocollo ufficiale su utilizzo dei canali social in emergenza #pasocial,2,2015-11-17,ilasalvi,
rt @cristianarubbio: #pasocial far curare il profilo twitter istituzionale dai cittadini? in svezia già lo facevano nel 2011 https://t.co/i…,2,2015-11-17,eugeniosantoro,
rt @cristianarubbio: #pasocial pa vs algoritmo facebook - una sfida persa in partenza? (#paottimisti),2,2015-11-17,Fioskyna,
"rt @cristianarubbio: #pasocial twitter, facebook, youtube, flickr e in prospettiva instagram: la camera è onnipresente, socialmente parland…",2,2015-11-17,MariPanattoni,
"rt @cristianarubbio: @regionemarcheit a #pasocial 3 anni fa le marche non erano un brand turistico. oggi c'è strategia, contenuto e compete…",2,2015-11-17,MariPanattoni,
"rt @edilizia_scuole: storytelling, un mezzo per diffondere contenuti di senso. @fnicodemo @alessioviola @elisacalessi @fioskyna @f_piccinin…",2,2015-11-17,larobiz,
rt @eugeniosantoro: il social media manager pubblico - lo storify della mattinata di #pasocial  https://t.co/3gvye0e1hq via @nuppolina,2,2015-11-17,nuppolina,
"rt @fabiazep: ecco una pa che ha promosso post sponsorizzati (ads): è la @regioneer 
e lo consiglia come strumento di adv #pasocial",2,2015-11-17,AndMarru,
rt @fdicos10: nuovi servizi. a #pasocial @bresciamobilita @comunedibari @toscananotizie @reg_campania @regioneer @abbanoa @aslcn1 https://t…,2,2015-11-10,RiccioDel,
"rt @fdicos10: turismo e social. a #pasocial @barbarabarilla @ida_leone @francescodifili giorgetti, quinto, bertaglia, tarpani https://t.co/…",2,2015-11-10,RiccioDel,
"rt @francescapuddu: oggi #pasocial, si parte",2,2015-11-17,fdicos10,
"rt @gianlubrignola: la realtà è che la #pa non è in grado di raccontare ai cittadini cosa fa, non glielo sa nemmeno spiegare @mipaafsocial …",2,2015-11-17,arcadiacomit,
rt @giopratti: @annamasera tono di voce di istituzione sui #socialmedia è importantissimo #pasocial,2,2015-11-17,MariPanattoni,
rt @giopratti: #whatsapp non solo #instantmessagging ma rete di contenuti informativi e di servizi utili #pasocial,2,2015-11-17,larobiz,
rt @gserinnovabili: si parla di social media manager agli stati generali #pasocial @cittadiniditwtt https://t.co/xrckd1wkju,2,2015-11-17,FalcionelliFede,
rt @intoscana: anche #intoscana sarà presente oggi a #pasocial con @simonabellocci  https://t.co/md4zryjuf9,2,2015-11-17,radioitaliacina,
rt @intoscana: #pasocial inizia con l'intervento di @fdicos10  https://t.co/wsmza4dbmm,2,2015-11-17,fdicos10,
rt @invisigot: @marcolaudonio @marcobani @micheledalena @fdicos10 tipo elio quando ha cantato la terra dei cachi in un minuto #pasocial,2,2015-11-17,marcobani,
"rt @italia_tt: #tt italiani delle 09:38
1. #1dit
2. #inmente
3. #terremoto
4. #pasocial
5. il buongiorno di gramellini",2,2015-11-17,nicoll972,
"rt @italia_tt: #tt italiani delle 10:19
1. #1dit
2. #inmente
3. #terremoto
4. #pasocial
5. belgio-spagna",2,2015-11-17,AvverbiAmente,
"rt @italia_tt: #tt italiani delle 16:59
1. #1dit
2. #6yearsofmyworld
3. #francescamichielinblueroom
4. #amicicasting
5. #pasocial",2,2015-11-17,ginobruschi,
rt @ivoriccio: al @comuneditrieste il #smm ce l'hanno: @tosochris #pasocial #sipuòfare,2,2015-11-17,tosochris,
"rt @ivoriccio: con @annamasera una delle poche volte che un relatore parla di obiettivi, piano editoriale, tone of voice #pasocial #smm",2,2015-11-17,claudialanzoni,
"rt @ivoriccio: vero, altrimenti sempre più territorio politico, come dice bene @alelovari #pasocial  https://t.co/bnmq5ftkgf",2,2015-11-17,StellaTeodonio,
rt @ivoriccio: verso #pasocial a #roma https://t.co/qq5owgwqva,2,2015-11-17,AndMarru,
rt @laitspa: a #pasocial @barbarabarilla di @regionelazio: forza di @visit_lazio coinvolgimento del territorio anche sui social https://t.c…,2,2015-11-17,RegioneLazio,
rt @lanprosistemi: anche la testimonianza della regione lazio è interessante: i droni sono stati usati nelle iniziative social #pasocial @m…,2,2015-11-17,AndMarru,
rt @lanprosistemi: il museo digitale #pasocial @mi_bact https://t.co/rurouoemfk,2,2015-11-17,michelangela23,
"rt @lanzidei: qui al #pasocial @marcobani annuncia grandi news di @agidgov all'italian digital day di sabato prossimo. bene. 
@digitalchamp…",2,2015-11-17,marcobani,
rt @lifeprogrammeit: siamo a #pasocial perché crediamo da anni nelle potenzialità dei social networks per fare comunicazione su ambiente ht…,2,2015-11-17,antonellola,
rt @lindaemme: comunque volevo dirvi che #pasocial é in tendenza da tre ore!,2,2015-11-17,pianetaexpo2015,
rt @lindaemme: @ricciodel dice che viene anche anna a #pasocial (si scherza eh) @fdicos10 @andmarru @stephirudolph,2,2015-11-10,StephiRudolph,
