message,freq,data,authors,retweeted_authors
gestione delle emergenze con i social: le azioni del @comuneditrieste raccontate dal smm @tosochris #pasocial https://t.co/1hykb3qxgv,1,2015-11-17,UniTwitTS,
gestione delle emergenze con i social #pasocial @palazzo_chigi https://t.co/vrqwqafevv,1,2015-11-17,lanprosistemi,
.@gianlubrignola #moarriva #pasocial,1,2015-11-17,vdr1981,
"@gianlucagarro @fdicos10 ascoltare dal vivo molto interessante, però anche seguendo #pasocial via #twitter hai una discreta copertura dai!",1,2015-11-17,ilasalvi,
#giovani è la parola più utilizzata da @mipaafsocial #pasocial,1,2015-11-17,nellodim,
giovanisì partecipa agli stati generali della comunicazione pubblica #pasocial https://t.co/wsc3y6lbup,1,2015-11-17,giovanisi,
.@giovanni_arata dovrebbe bastare delibera interna per autorizzarli no? soldi (pochi!) dal budget comunicazione @fabiazep #pasocial,1,2015-11-17,carlo_toscan,
giulia mottura di @istat_it su statistica e comunicazione digitale #pasocial https://t.co/sfr5f5kj0k,1,2015-11-17,lorepregliasco,
"giulia mottura di @istat_it: ""su #twitter segnaliamo agli utenti scorette interpretazioni di dati"" #pasocial",1,2015-11-17,CittadinidiTwtt,
"giulia mottura @istat_it: per gestire i social, bisogna essere social, aperti! #pasocial @palazzo_chigi https://t.co/jml5hjosxw",1,2015-11-17,BarbaraBarilla,
"@giuseppeariano di @mi_bact ""l'utente social è il nostro dialogatore. costruiamo i contenuti insieme"" #pasocial",1,2015-11-17,PieraMasta,
.@giuseppeariano:il digitale non si sostituisce ad una visita guidata in un museo ma da approfondimento. #pasocial @mi_bact @cittadiniditwtt,1,2015-11-17,Luciaritrovato,
giusto o sbagliato che ci siano post della pa sponsorizzati? lo chiede perniconi di @mipaafsocial #pasocial,1,2015-11-17,AleMiglioz,
gli ads per la pubblica amministrazione? la domanda rivolta a tutti da @mipaafsocial caterina perniconi #pasocial,1,2015-11-17,Fabiazep,
gli # creati da montecitorio #pasocial #opancamera #wikicamera #storiaditalia #cameraincontri #opendata https://t.co/it82nlwixs by cittadi…,1,2015-11-17,TuttoParioli,
gli # creati da @montecitorio #pasocial #opancamera #wikicamera #storiaditalia #cameraincontri #opendata https://t.co/jv19iglgb4,1,2015-11-17,CittadinidiTwtt,
"gli smartphone non sono più oggetti, ormai sono estensioni di noi. per arrivare alle emozioni dobbiamo passare da lì @liviacolare #pasocial",1,2015-11-17,coluques,
gli stati generali della comunicazione pubblica iniziano con un minuto di silenzio #pasocial #opparis https://t.co/kbjktn7tus,1,2015-11-17,YleniaGifuni,
"gli strumenti si integrano: ma se non c’è il cosa, il come non ha un senso. #servelaciccia | @fnicodemo #pasocial",1,2015-11-17,carlo_vba,
"gli #urp non sono sostituibili dai social, ma bisogna integrare i due mezzi di relazione #pasocial",1,2015-11-17,ComunicazionePA,
governo alla prova social. 17/11 a #pasocial esperienze @palazzo_chigi @miursocial @mipaafsocial @mi_bact @mef_gov https://t.co/ecv9wy0weo,1,2015-11-10,fdicos10,
grande! #smm d'italia siete tracciati sapevatelo :) cc @waltertodaro @liettivale #pasocial #socialpa  https://t.co/0pborghpxv,1,2015-11-17,marievafavoino,
grande successo campagna #ilcoraggiodi per 25 aprile #pasocial,1,2015-11-17,AndMarru,
grandi comunicatori social alle prese con le regole elementari del public speaking #pasocial,1,2015-11-17,nellodim,
"@grassi1951 ""cantieri del popolo"" info sistematiche e strutturate ai cittadini #pasocial #italiasicura",1,2015-11-17,SaraDurantini,
grazie @marcolaudonio! ma il . è questo:tweet indiretto a tutti se domanda la fanno in molti: tweet diretto se singolo.@annamasera #pasocial,1,2015-11-17,carlo_toscan,
#gse partecipa agli stati generali della nuova comunicazione pubblica #pasocial,1,2015-11-17,GSErinnovabili,
@gtarpani racconta a #pasocial l'esperienza della @regioneumbria,1,2015-11-17,CittadinidiTwtt,
"@gtarpani ""@sensationumbria ha fatto 45 mila visitatori"" #pasocial",1,2015-11-17,CittadinidiTwtt,
"&gt; oggi comunicazione d #protezionecivile deve intercettare la vita delle comunità con nuovi strumenti, che permettono interazione #pasocial",1,2015-11-17,ilasalvi,
hai colto il problema di gestione dei #pasocial  https://t.co/5qf6nbtfuu,1,2015-11-17,ComunicazionePA,
ha ragione @annamasera le social media policy sono indispensabili per favorire lo sviluppo #pasocial,1,2015-11-17,ComunicazionePA,
ha ragione caterina perniconi di @mipaafsocial serve svolta su figura social media manager nei ministeri #pasocial,1,2015-11-17,AleMiglioz,
hastag da seguire oggi anche per parchi che comunicano ambiente e futuro #pasocial https://t.co/9xjn38ebvn,1,2015-11-17,Andreacritico,
hey! @agidgov @palazzo_chigi @fdicos10 we attend you! #pasocial #visitorsromachigipalace #visitromasocial https://t.co/ibwv0xyvug,1,2015-11-17,visitorcity,
"hi @liviacolare @twitteritalia proudly meeting! now via @agidgov #visitorsromachigipalace #pasocial 
proudly! here! #visitorcityfounder",1,2015-11-17,visitorcity,
hi @visitveneto goodwin! #pasocial nice social media managers at #visitveneto adesso via #visitromachigipalace,1,2015-11-17,visitorcity,
"ho attivato un monitoraggio automatico per l'hashtag #pasocial, per seguire le conversazioni (e ricavare dati) https://t.co/gn0gkw2deg",1,2015-11-17,LucioLuci,
"https://t.co/2kugiwrbbr  #1dit
#whenwewereyoung #pasocial  #inmente #sinai
""u pallon è nata cos"" #calcio #sport #seriea #serieb",1,2015-11-17,Ma88ximo,
https://t.co/krbgwz34dz https://t.co/xhqfjwu1ic #1dit #pasocial #inmente,1,2015-11-17,contact_alien,
https://t.co/oknqw85dn1 mondoanci@doc la documentazione  #anci @anci_comunicare @cittalia   @celvavda @cittadelbio #pasocial  @celvavda,1,2015-11-17,CDCOMUNI,
"https://t.co/qjxevrqggi
top dj 
#contest
#topdj
#dj
#1dit
#whenwewereyoung
#pasocial
#haylor
#inmente
#lilo
#sharm
#russian",1,2015-11-17,Peter_Torre,
"i beni culturali, un patrimonio anche sui social https://t.co/b4dv6b3kxh #pasocial",1,2015-11-17,CittadinidiTwtt,
i cittadini hanno bisogno delle info dalla #pa non quando vengono prodotte ma nel momento in cui servono #pasocial @diegociulli,1,2015-11-17,GianluBrignola,
i comuni su #twitter? e' smart #pasocial https://t.co/rkgfpseoug,1,2015-11-17,vdr1981,
i giovani cercano informazioni sull'agricoltura sui social @mipaafsocial #pasocial,1,2015-11-17,nellodim,
@ilaryag @agidgov solo social #pasocial,1,2015-11-17,italia_sicura,
@ilaryag @italia_sicura @agidgov puoi seguire #pasocial o anche @cittadiniditwtt | @fdicos10 :-),1,2015-11-17,tildeblonde,
@ilaryag segui l'hashtag #pasocial e le varie dirette periscope che farà @cittadiniditwtt,1,2015-11-17,ChiaraBianchini,
il barcamp di @montecitorio #coderdojo con @piersoft nella giornata designazione #matera2019 17/10/2014 #pasocial https://t.co/jaifezl5h1,1,2015-11-17,Matera2019,
il cambiamento del paradigma tecnologico é radicale per giustificare ritardo pa ai social. approvo la sferzata di @diegociulli  a #pasocial,1,2015-11-17,federva,
"il comune di genova pioniere dei social, account già nel 2008 #pasocial @comunedigenova",1,2015-11-17,CittadinidiTwtt,
il convegno si apre con un minuto di silenzio per ricordare le vittime di #parisattacks #pasocial https://t.co/wkg8cabned,1,2015-11-17,CittadinidiTwtt,
il difficile sta nel far capire a tanti troppi che oltre agli insulti dai social può arrivare qualcosa di utile anche nella realtà #pasocial,1,2015-11-17,GianluBrignola,
"il governo alla prova social, il racconto di @ubimaggio a #pasocial che potete rivedere anche su @cittadiniditwtt https://t.co/g8lqieffbc",1,2015-11-17,lindaemme,
"il governo alla prova #social: le esperienze di @palazzo_chigi , @miursocial e #mipaaf #pasocial https://t.co/lesxmjadig",1,2015-11-17,MipaafSocial,
il @mi_bact è sbarcato sui social con obiettivo di valorizzare il patrimonio italiano #pasocial,1,2015-11-17,CittadinidiTwtt,
il @mipaafsocial parla di #expoidee e carta di milano: molte firme raccolte mediante i social network #pasocial https://t.co/ithmcyl2py,1,2015-11-17,liviacolare,
il @mipaafsocial sui social da start up a bellissimo lavoro di #expo2015 #pasocial https://t.co/1fd2i5ivko,1,2015-11-17,carlattian,
il @miursocial più volte tt su twitter nel 2015 #pasocial https://t.co/bojqayb3qk,1,2015-11-17,AleMiglioz,
il museo che vorrei #pasocial @palazzo_chigi @mi_bact https://t.co/spd5qezhzc,1,2015-11-17,lanprosistemi,
il museo digitale #pasocial @mi_bact https://t.co/rurouoemfk,1,2015-11-17,lanprosistemi,
"""il no-reply non esiste! essere sui social significa essere trasparenti e interagire"" brava referente @comunedibari #pasocial",1,2015-11-17,barbaragiuditta,
"il portone d'ingresso #pasocial via di santa maria in via n. 37, e vai! @fdicos10 @agidgov  #visitromachigipalace https://t.co/hjfnolugwj",1,2015-11-17,visitorcity,
"il racconto dell'esperienza social di @regione_abruzzo, che interessante è dire poco. cose di #pasocial https://t.co/chv0ttwkfk",1,2015-11-17,carlattian,
"il rapporto tra social e web 
@diegociulli #pasocial https://t.co/bvuba3kkna",1,2015-11-17,tildeblonde,
il ruolo dello #storytelling nella comunicazione pubblica a #pasocial https://t.co/aqtqvwylgu,1,2015-11-17,lindaemme,
il sindaco di parma pizzarotti tratta dei social #pasocial @palazzo_chigi https://t.co/xvzttsimsf,1,2015-11-17,lanprosistemi,
il sindaco di prato biffoni segnala l'importanza dei social in eventi naturali gravi #pasocial @palazzo_chigi,1,2015-11-17,lanprosistemi,
"il social media manager. consigli e testimonianze a #pasocial utili a chi, come me, è solo all'inizio!
seguite anche su #periscope #storify",1,2015-11-17,ValentinaArbagi,
"il social media manager non dovrebbe essere pagato dal politico della #pa, pena la sua indipendenza #pasocial",1,2015-11-17,ComunicazionePA,
il social media manager pubblico - lo storify della mattinata di #pasocial  https://t.co/3gvye0e1hq via @nuppolina,1,2015-11-17,eugeniosantoro,
il social media manager. roma 17/11 @fdicos10 @marievafavoino @liviacolare @micheledalena @mattbiff #pasocial https://t.co/lz6bsj7wql,1,2015-11-10,AngelaGallo1,
il social media team marche è presente oggi a #pasocial con giorgetti che parlerà del caso #marche sui socialmedia https://t.co/zhxkkr0zwu,1,2015-11-17,MarcheTourism,
"il social team di @matera2019 è formato da cittadini per far raccontare il progetto da varie voci, questa é unione territoriale!! #pasocial",1,2015-11-17,BarbaraBarilla,
il social team di @matera2019 è formato da cittadini volontari per far raccontare il progetti con varie voci il progetto #pasocial,1,2015-11-17,BarbaraBarilla,
@il_tempe @piersoft @figlineincisa @anna_261186 @paesesera_prato @whatsapp @telegram giusta precisazione. #pasocial udite!,1,2015-11-11,nuppolina,
il tono di un'istituzione è importantissimo dice @annamasera che il tono di @montecitorio è istituzionale dinamico e comprensibile #pasocial,1,2015-11-17,YleniaGifuni,
"""il #turismo è mercato"" dice sandro giorgetti.giusto! peccato che come paese non ci crediamo! @marchetourism #pasocial @cittadiniditwtt",1,2015-11-17,Luciaritrovato,
il tweet di maggior impatto del trend #pasocial era @fdicos10: https://t.co/qj3qlpkbp5 (36 rts) #trndnl,1,2015-11-17,trendinaliaIT,
impossibile oggi fare comunicazione in azienda (pubblica o privata) senza #socialnetwork #pasocial #isiseuropa,1,2015-11-17,RobertoCastaldo,
in arrivo a tiburtina... per raggiungere #pasocial punto dritto su metro b direzione termini vero @antonellola ?,1,2015-11-17,AndMarru,
in base a ciò che viene fatto nel governo il @miursocial si muove parla @alemiglioz #pasocial @palazzo_chigi https://t.co/xz8x62nbk2,1,2015-11-17,SandroMoriconi,
"in corso a roma evento ""stati generali della nuova comunicazione pubblica "" @palazzo_chigi #pasocial #mibactsocial",1,2015-11-17,virtualiter,
in corso a roma gli stati generali della comunicazione pubblica #pasocial in diretta anche su #periscope https://t.co/ydzk21mmgg,1,2015-11-17,Cittalia,
"in corso a roma gli ""stati generali della nuova comunicazione pubblica "" @palazzo_chigi #pasocial #mibactsocial",1,2015-11-17,virtualiter,
in diretta su #periscope: @annamasera capo ufficio stampa camera dei deputati a #pasocial https://t.co/ypivs3zfqr,1,2015-11-17,CittadinidiTwtt,
in diretta su #periscope: @diegociulli di @googleitalia a #pasocial https://t.co/1pqkcmcuax,1,2015-11-17,CittadinidiTwtt,
in diretta su #periscope: e ora storytelling #pasocial https://t.co/diy0cr3cku,1,2015-11-17,lanzidei,
in diretta su #periscope: fabrizio curcio capo dipartimento protezione civile a #pasocial https://t.co/e8ho9fh39r,1,2015-11-17,CittadinidiTwtt,
in diretta su #periscope: il governo alla prova social è il momento di @ubimaggio a #pasocial https://t.co/giksgc0vet,1,2015-11-17,CittadinidiTwtt,
in diretta su #periscope: il ruolo dello storytelling nella comunicazione pubblica #pasocial https://t.co/vii0ihxsls,1,2015-11-17,CittadinidiTwtt,
in diretta su #periscope: il social media manager. stati generali della nuova comunicazione pubblica #pasocial https://t.co/sdfblachg4,1,2015-11-17,CittadinidiTwtt,
in diretta su #periscope: @mattbiff sindaco di prato a #pasocial https://t.co/majntorgxv,1,2015-11-17,CittadinidiTwtt,
in diretta su #periscope: #pasocial si parla di periscope  https://t.co/fudukzejbo,1,2015-11-17,lanzidei,
"in diretta su #periscope: promozione del territorio social volano per turismo, cultura ed economia a #pasocial https://t.co/awc6qhay9w",1,2015-11-17,CittadinidiTwtt,
in direzione #pasocial,1,2015-11-17,giopratti,
in due anni pa italiana ha fatto grandi passi avanti su nuova comunicazione. lo dice @fdicos10 #pasocial,1,2015-11-17,AndMarru,
in italia divario tra grande offerta di servizi digitali nelle pa ma scarsa domanda e utilizzo. @agidgov @cittadiniditwtt #pasocial,1,2015-11-17,federva,
"inizia l'ultima tavola rotonda di #pasocial ""con i social nuovi servizi e più trasparenza per i cittadini"". https://t.co/ayhl4n06uo",1,2015-11-17,opentoscana,
iniziano gli stati generali della nuova comunicazione pubblica sulla figura del social media manager. #pasocial https://t.co/kyqbyj6ryp,1,2015-11-17,opentoscana,
inizia social media manager. stati  generali della nuova comunicazione pubblica. #pasocial @cittadiniditwtt https://t.co/bl0elxr4cs,1,2015-11-17,L_Mart1,
"iniziato evento a roma ""stati generali della nuova comunicazione pubblica "" @palazzo_chigi - seguitelo su #pasocial",1,2015-11-17,lanprosistemi,
inizio a guardare l'orario dei treni per andare a #roma per #pasocial il 17 novembre @fdicos10 @lindaemme @andmarru,1,2015-11-09,RiccioDel,
"in #pasocial mai focalizzarsi su un solo social, utilizzare tutti gli strumenti che abbiamo a disposizione!",1,2015-11-17,CittadinidiTwtt,
intanto in un'altra sala di roma... #pasocial  https://t.co/xidnji1dee,1,2015-11-17,Antonello2011,
intanto su @twitter #pasocial è già tt,1,2015-11-17,lorepregliasco,
"interessante evento martedì 17 a roma ""stati generali della nuova comunicazione pubblica "" @palazzo_chigi #pasocial #mibactsocial",1,2015-11-14,lanprosistemi,
interessante il caso di @askexpo info point social. pensiamoci anche per grande evento #matera2019 @liviacolare cc @paoloverri #pasocial,1,2015-11-17,Matera2019,
interessante #pasocial  https://t.co/uwfyuv9los,1,2015-11-17,AngelaGallo1,
"interviene @diegociulli: comunicare in rete (social + web) di fatto ormai significa comunicare con tutti.
#pasocial https://t.co/l2cekiakmn",1,2015-11-17,UniTwitTS,
intorno all'hashtag #visitveneto si è creata una community. su instagram sono state postate oltre 73mila foto #pasocial,1,2015-11-17,ChiaraBianchini,
i numeri di #pasocial  https://t.co/b5vzk5j131,1,2015-11-17,alf_crisci,
i nuovi strumenti di comunicazione portano a rapporto continuo e diretto con i cittadini #pasocial,1,2015-11-17,CittadinidiTwtt,
inutile parlare di social e comunicazione in italia se non rispondere neanche alle mail di iscrizione #nuovacomunicazione #pasocial,1,2015-11-16,endki,
in verità @alemiglioz io se mi sveglio sarò presente come semplice osservatore dell'impresa @miursocial #pasocial https://t.co/atoz7uwqwq,1,2015-11-16,LucioLuci,
in viaggio verso #pasocial  https://t.co/qtm6iocsby,1,2015-11-17,RobertoCastaldo,
in viaggio verso roma per gli stati generali della nuova comunicazione pubblica! #pasocial https://t.co/9gpp9s2pss,1,2015-11-17,AndMarru,
@invisigot @marcobani @micheledalena signori vista l'ora  #pasocial la reunion farà #jamsession! @fdicos10,1,2015-11-17,marcolaudonio,
"#ioabitoisocial iniziativa di @mi_bact per piani di comunicazione digitale dei musei, perché #pasocial passa per condivisione interna",1,2015-11-17,StellaTeodonio,
#isiseuropa presente con l'indirizzo servizi commerciali per le communities online https://t.co/zy4nrbxfzc #pasocial https://t.co/fz7uvt7swa,1,2015-11-17,RobertoCastaldo,
"i siti istituzionali hanno tantissime informazioni, il problema dei cittadini è trovarle @annamasera #pasocial",1,2015-11-17,YleniaGifuni,
i social come strumento per far crescere #community e #smartcity. le belle proposte da #pasocial  https://t.co/xeu4wsuxxk,1,2015-11-17,SALcatania,
"i #socialmediamanager sono tante ""radioline"" che raccontano il paese attraverso le pa #pasocial @cittadiniditwtt",1,2015-11-17,federva,
i #socialmedia nella #pubblicamministrazione se ne parla a @palazzo_chigi #pasocial https://t.co/lqa1efp1vy,1,2015-11-17,PatriziaCavanna,
i #socialmedia sono la spinta giusta per fair ripartire la macchina della #pubblicaamministrazione https://t.co/y13bcxh4oy #pasocial,1,2015-11-17,MatAlbani,
i #socialmedia sono #strumenti di #lavoro e di #visibilità per le #istituzioni.  @alemiglioz #pasocial,1,2015-11-17,giopratti,
i social nella gestione delle emergenze https://t.co/pnfdgvanho #pasocial,1,2015-11-17,CittadinidiTwtt,
i social sono strumenti di lavoro da integrare con tutte le attività di comunicazione e con le altre pa @alemiglioz #pasocial,1,2015-11-17,ChiaraBianchini,
i social sono uno straordinario strumento di smartcity:si ha tutto a portata di smartphone dando un servizio migliore ai cittadini #pasocial,1,2015-11-17,MarcheTourism,
"""i social sostituiranno l'urp"", caterina perniconi @mipaafsocial incoraggia uso social da parte delle pa e coordinamento tra enti. #pasocial",1,2015-11-17,federva,
#isolare il sottotetto #pasocial https://t.co/phkjhctpms https://t.co/teuttq1fd5,1,2015-11-17,IdeeFaidaTe,
@istat_it illustra il proprio operato sul web #pasocial https://t.co/cue8earh2w,1,2015-11-17,Social_Media_IT,
istituzioni sempre più #social - brescia mobilità domani è a #roma - segui su #twitter la diretta con #pasocial https://t.co/bchrkpsgh3,1,2015-11-16,bresciamobilita,
#italia è #locomotiva europea nel settore #socialmedia #pasocial @cittadiniditwtt,1,2015-11-17,giopratti,
italia leader in #europa nella #pasocial @fnicodemo @italiadigital @marchetourism @giorgiabarchi @rossetti76 https://t.co/ta1nsrcnmn,1,2015-11-17,SandroMoriconi,
italia locomotiva europea in fatto di #socialmedia #pasocial @fdicos10 #italiasicura,1,2015-11-17,SaraDurantini,
"""#italiasicura è come il pensionato 2.0""
qui a #pasocial si evolve https://t.co/8nkffxipmq",1,2015-11-17,CioppyC,
"#italiasicura #pasocial @palazzochigi @maurograssi gente di cantiere, presto tutto in opendata! @digitalchampita https://t.co/onjrmiuexl",1,2015-11-17,millytucci,
i turisti prima erano semplice audience ma ora sono parte attiva con cui creare un dialogo e ascoltarli sui social #pasocial #visitveneto,1,2015-11-17,ChiaraBianchini,
i turisti vogliono visitare le nostre città e sentirsi a casa. #pasocial https://t.co/lzryhoongu,1,2015-11-17,romaapiedi,
"i video realizzati con i droni, raccontati @barbarabarilla @visit_lazio a #pasocial
https://t.co/oqvsfpntfi https://t.co/widdshyho5",1,2015-11-17,Cineca1969,
"la bozza dei diritti di internet è stata approvata il 3 novembre.
ce ne parla ora @annamasera a #pasocial https://t.co/mpbgfys62r",1,2015-11-17,UniTwitTS,
"la call to action sui social e il parere dei cittadini. 
l'esperienza di @mipaafsocial #pasocial https://t.co/rw9vwfszuo",1,2015-11-17,UniTwitTS,
"la camera dei deputati sui social, il racconto di @annamasera a #pasocial https://t.co/b6iu0epak1 @montecitorio",1,2015-11-17,CittadinidiTwtt,
"la camera dei deputati sui social, il racconto di @annamasera a #pasocial https://t.co/unaiyb89zb  @montecitorio",1,2015-11-17,Ghostwriter37,
la camera deputati su twitter: la strategia social della istituz. ha ad esempio scelto di nn usare emoji #opencamera @montecitorio #pasocial,1,2015-11-17,Rossetti76,
la chiarezza delle esposizioni di @liviacolare (@twitteritalia) @diegociulli (@googleitalia) e bononcini (@facebook). cose di #pasocial,1,2015-11-17,piddienne,
la community online @matera2019 si è nutrita non solo di contenuti ma di veri e propri progetti proposti dai partecipanti! #pasocial,1,2015-11-17,CittadinidiTwtt,
la comunicazione pubblica è sempre più social.vi aspettiamo tra poco a @palazzo_chigi per parlarne insieme #pasocial https://t.co/kwe12mhezs,1,2015-11-17,MipaafSocial,
la comunicazione statistica attraverso il web. ll 17/11 a #pasocial l'esperienza @istat_it https://t.co/4w33jrleor,1,2015-11-10,fdicos10,
la copertura dei post del @miursocial su facebook #pasocial https://t.co/wmt0slmgw6,1,2015-11-17,AleMiglioz,
la cura con cui vengono utlizzati questi strumenti può fare la differenza! esperienze e metodi x #pasocial #mt2019 https://t.co/nuqkvipsnf,1,2015-11-13,Matera2019,
la democrazia si fa qui @montecitorio #pasocial la comunicazione è democrazia,1,2015-11-17,CalvanoMarzia,
la dimostrazione che @liviacolare dice il vero é l'uso di twitter durante il #pasocial,1,2015-11-17,ComunicazionePA,
"la domanda se un politico possa pagare la sponsorizzazione di un post é sbagliata, le #pa possono non i politici #pasocial",1,2015-11-17,ComunicazionePA,
la forza del #madeinitaly : #mipaaf e @googleitalia per far conoscere prodotti dop e igp #pasocial https://t.co/p2waudw0cz,1,2015-11-17,MipaafSocial,
la #gentilezza un fondamento per la #pasocial  https://t.co/rddmtjtall,1,2015-11-13,GiuseppeAriano,
"la gestione emergenze  ""stati generali della nuova comunicazione pubblica "" @palazzo_chigi #pasocial https://t.co/wivvmgvsbt",1,2015-11-17,virtualiter,
la missione di @facebook a  #pasocial info per come raggiungere il cittadino... https://t.co/6gxjteixtq,1,2015-11-17,piciaro,
"la ""nostra"" @annamasera racconta la svolta digitale di @montecitorio #pasocial https://t.co/tneckexkja",1,2015-11-17,crpiemonte,
la nuova piazza online è molto affollata: diamo ai cittadini le informazioni che gli interessano @bononlau #pasocial https://t.co/ki96kyvyhg,1,2015-11-17,UniTwitTS,
la p.a. sui social ma senza dimenticare le 3 c! evento  necessario oggi a roma https://t.co/rpe8a2oigw #pasocial https://t.co/xqxn5bkihu,1,2015-11-17,AntonelliElisa,
"l'apertura di @montecitorio ai social tra strategie, step, nuovi professionisti e commissioni di studio. lo racconto @annamasera a #pasocial",1,2015-11-17,federva,
"""la piazza della chiesa su cui lutero affisse le sue tesi era un facebook ante litteram"" @marcobani #pasocial",1,2015-11-17,lorepregliasco,
"la promozione del territorio attraverso i social, le esperienze delle regioni a #pasocial https://t.co/fqmwenyavu",1,2015-11-17,CittadinidiTwtt,
"la promozione del territorio si basa sulle immagini, spesso quelle prodotte dai turisti @turismoveneto 
#pasocial",1,2015-11-17,CittadinidiTwtt,
"la pubblicheamm.che comunicano attraverso i social usano nuovi linguaggi e nuove figure professionali,offrendo una nuova immagine #pasocial",1,2015-11-17,Rossetti76,
"la realtà è che la #pa non è in grado di raccontare ai cittadini cosa fa, non glielo sa nemmeno spiegare @mipaafsocial #pasocial",1,2015-11-17,GianluBrignola,
la @reg_campania utilizza #fondiue per finanziare un team di comunicazione e social (x 5 anni) #pasocial,1,2015-11-17,Fabiazep,
la regione abruzzo inizia nel 2011 la strategia @palazzo_chigi #pasocial,1,2015-11-17,lanprosistemi,
la regione umbria crea applicazioni di supporto social con marchio umbria #pasocial @palazzo_chigi @mi_bact,1,2015-11-17,lanprosistemi,
"la rete è fatta di persone che non vanno trascurate anzi cura delle relazioni, commenti e contenuti #matera2019 #pasocial",1,2015-11-17,ChiaraBianchini,
la rete è fatta di persone. reminder x social media manager #pasocial brava @liviacolare @cittadiniditwtt @ida_leone https://t.co/7hoaax2azk,1,2015-11-17,raffapontra,
@larobiz @comunicazionepa grazie roberta! puoi seguire la giornata anche in diretta periscope! #pasocial,1,2015-11-17,AndMarru,
"la sfida alla complessità di @istat_it nelle parole di giulia mottura: ""stiamo puntando sulla comunicazione di big data"" #pasocial",1,2015-11-17,CittadinidiTwtt,
la sfida della comunicazione statistica di canali pubblici sul web è quella di distinguersi per qualità delle info @istat_it #pasocial,1,2015-11-17,CittadinidiTwtt,
"la strategia della candidatura @matera2019 è stata quella di candidare un'intera regione e non solo una città!
#pasocial",1,2015-11-17,CittadinidiTwtt,
"la strategia del social media manager è basata sulle persone, non si deve essere pr e condividere solo comunicati stampa #pasocial",1,2015-11-17,YleniaGifuni,
'la strategia deve essere basata sulle persone' - laura bononcini @facebook #pasocial,1,2015-11-17,MipaafSocial,
la strategia su facebook si basa e ruota intorno alla persona e non è di pr @bononlau #pasocial,1,2015-11-17,ChiaraBianchini,
la svolta digitale di @montecitorio. il 17/11 a #pasocial il racconto di @annamasera https://t.co/c4nlm75uiv,1,2015-11-10,fdicos10,
la tecnologia al servizio della comunicazione al servizio del cittadino. un mezzo non un fine! #pasocial,1,2015-11-17,tosochris,
l'attività di social media marketing senza un social media team in grado di leggere gli algoritmi è inutile #pasocial,1,2015-11-17,YleniaGifuni,
laura bononcini: ascoltare le persone e ciò c'è vogliono realmente #pasocial #facebook,1,2015-11-17,SaraDurantini,
laura bononcini e i numeri di #facebook in #italia #pasocial https://t.co/qcpyy0mwkm,1,2015-11-17,SaraDurantini,
@laurabononcini @liviacolare ok certificare account ministri ma  certificare pagine comuni che gestiscono emergenze #pasocial #socialprociv,1,2015-11-17,tosochris,
laura bononcini: long form post #facebook (quindi non solo nel #giornalismo) #pasocial https://t.co/deydqsy4yc,1,2015-11-17,SaraDurantini,
"laura bononcini: social media strategy non è pr strategy. serve per comunicare, non solo per informare. #pasocial",1,2015-11-17,SerenaTambone,
lavoro importante di @parco5terre per informare comunicare condividere con canali social #pasocial  https://t.co/xnjbnv5m1f,1,2015-11-17,Andreacritico,
"lavoro, servizi, formazione.
sono le 6.40 del mattino e da salerno sto andando a chigi per #pasocial https://t.co/ktbkhraqic",1,2015-11-17,bCreativo_,
"lavoro, servizi, innovazione e nuovi linguaggi: questi i focus attorno ai quali ruota #pasocial #italiasicura @fdicos10",1,2015-11-17,SaraDurantini,
"lavoro, servizi, innovazione: in #agenda a roma stati generali della nuova comunicazione pubblica @agidgov https://t.co/cqntz01f8j #pasocial",1,2015-11-17,DigitalChampITA,
le aziende social per nuova comunicazione pubblica. il 17/11 a #pasocial @bononlau @liviacolare @diegociulli https://t.co/m3sdoic4re,1,2015-11-10,fdicos10,
le campagne di #comunicazione non possono più passare solo dalla tv. ha ragione caterina perniconi del #mipaff #pasocial andare oltre.,1,2015-11-17,SimonaBellocci,
"#legge di #stabilità,bersani:  #non faccio cadere #renzi, ma non sto zitto #pasocial https://t.co/u45ubdce05 https://t.co/rcf5wubb6c",1,2015-11-17,Ultima_Notizia,
le immagini sono importanti per una buona comunicazione: alla camera ora c'è un grafico che le realizza #pasocial https://t.co/6jnzcxldwl,1,2015-11-17,UniTwitTS,
le informazioni della pa devono essere accessibili quando ci servono davvero non quando vengono prodotte @diegociulli #pasocial,1,2015-11-17,UniTwitTS,
"""le istituzioni non devono essere vicine alle persone. sono persone"" lsemplice importante verità di @liviacolare #pasocial @cittadiniditwtt",1,2015-11-17,raffapontra,
"""le istituzioni non devono stare vicino ai cittadini. le istituzioni sono i cittadini"" #pasocial @twitteritalia",1,2015-11-17,G_Gambacciani,
le istituzioni sono come le persone: devono sviluppare la loro personalità ascoltare trovare il proprio tone of voice @liviacolare #pasocial,1,2015-11-17,ChiaraBianchini,
"le istituzioni sono su tw per raccontare delle storie, per imparare e per connettersi  #pasocial",1,2015-11-17,ellefive,
le istituzioni sui social non devono essere vicini a cittadini ma essere cittadini spiega @liviacolare #pasocial,1,2015-11-17,AndMarru,
"le istituzioni su twitter: ""tell stories, learn, connect"" @liviacolare #pasocial",1,2015-11-17,Antorom,
